,Date,US,India,France,Brazil,Germany,United Kingdom,Italy,"Korea, South",Russia,Turkey,Japan,Spain,Vietnam,Australia,Argentina,Netherlands,Iran,Mexico,Colombia,Indonesia,Poland,Portugal,Ukraine,Austria,Taiwan*,Malaysia,Thailand,Israel,Greece,Belgium,Chile,Canada,Czechia,South Africa,Switzerland,Peru,Philippines,Denmark,Romania,Slovakia,Sweden,Iraq,China,Serbia,Bangladesh,Hungary,Singapore,Jordan,Georgia,New Zealand,Ireland,Pakistan,Kazakhstan,Norway,Morocco,Bulgaria,Finland,Croatia,Lithuania,Lebanon,Tunisia,Cuba,Slovenia,Bolivia,Guatemala,Costa Rica,United Arab Emirates,Belarus,Nepal,Ecuador,Uruguay,Mongolia,Panama,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Sri Lanka,Bahrain,Kuwait,Dominican Republic,Burma,Estonia,Cyprus,Moldova,Venezuela,Egypt,Libya,Ethiopia,Honduras,Armenia,Qatar,Oman,Bosnia and Herzegovina,Kenya,North Macedonia,Zambia,Botswana,Albania,Luxembourg,Algeria,Montenegro,Kosovo,Nigeria,Zimbabwe,Mauritius,Uzbekistan,Mozambique,Brunei,Laos,Kyrgyzstan,Iceland,El Salvador,Afghanistan,Maldives,Trinidad and Tobago,Uganda,Namibia,Ghana,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Angola,Barbados,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Fiji,Belize,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Gabon,Burundi,Andorra,Seychelles,Papua New Guinea,Togo,Tanzania,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Timor-Leste,Solomon Islands,Burkina Faso,San Marino,Liechtenstein,Grenada,Tajikistan,South Sudan,Equatorial Guinea,Djibouti,Samoa,Nicaragua,Dominica,Central African Republic,Monaco,Tonga,Gambia,Yemen,Vanuatu,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Guinea-Bissau,Comoros,Sierra Leone,Liberia,Chad,Micronesia,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Kiribati,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Marshall Islands,Holy See,Antarctica,MS Zaandam,"Korea, North"
390,2021-03-24,541937,160692,93309,301390,75212,126621,106339,1709,94624,30462,8944,73744,35,909,54946,16510,62045,199627,62394,39983,50340,16805,32368,11189,10,1246,92,6154,7649,22786,22402,22760,25258,52372,10229,138201,13039,2405,22579,9261,13357,14095,4840,5039,8763,18952,30,6181,3722,28,4628,14028,5802,656,8786,12413,863,5828,3517,5903,8637,405,3994,12107,6749,2908,1456,2184,3020,16540,843,5,6065,1851,6624,3404,3869,2501,552,507,1256,3289,3204,823,247,4661,1521,11720,2582,2718,4506,3398,278,1644,6067,2066,3545,1187,485,2171,728,3069,1224,1811,2031,1516,10,623,752,3,0,1494,29,1990,2466,66,141,334,502,734,545,5,297,601,377,532,40,726,1023,1105,224,177,666,220,2,317,363,2028,447,163,1,1195,109,6,114,16,39,105,21,113,188,315,251,372,58,90,453,135,0,0,145,80,56,1,91,107,102,64,0,177,0,64,28,0,161,800,0,8,10,185,28,56,146,79,85,158,0,0,34,0,0,0,13,0,0,0,0,2,0
393,2021-03-25,543285,160949,93535,304044,75440,126684,106799,1716,95010,30619,8971,74420,35,909,55092,16536,62142,200211,62519,40081,50860,16814,32737,11211,10,1248,92,6163,7701,22816,22524,22791,25450,52535,10241,138907,13095,2410,22719,9313,13373,14128,4840,5075,8797,19224,30,6277,3732,28,4631,14091,5802,656,8788,12512,867,5838,3523,5964,8663,408,3998,12131,6765,2908,1466,2193,3020,16582,856,6,6073,1864,6630,3421,3910,2521,554,508,1258,3295,3204,836,249,4702,1532,11768,2591,2741,4527,3416,281,1650,6144,2092,3574,1191,506,2184,736,3071,1230,1811,2036,1518,10,624,753,3,0,1494,29,1990,2467,66,141,334,502,737,546,5,298,601,378,532,40,726,1028,1108,229,177,666,223,2,317,369,2028,447,164,1,1206,109,6,114,18,39,107,21,113,188,315,251,375,58,90,471,135,0,0,145,82,56,1,91,108,102,64,0,177,0,64,28,0,161,810,0,9,10,185,28,61,146,79,85,158,0,0,34,0,0,0,13,0,0,0,0,2,0
396,2021-03-26,544440,161240,94432,307554,75623,126755,107256,1721,95410,30772,9004,75010,35,909,55235,16561,62223,200862,62645,40166,51305,16819,33068,11239,10,1249,93,6165,7754,22852,22587,22827,25639,52602,10245,139783,13149,2412,22835,9373,13402,14157,4841,5075,8830,19499,30,6374,3738,28,4651,14158,5802,656,8793,12601,869,5854,3529,6013,8684,413,4008,12143,6775,2931,1472,2202,3024,16632,875,6,6087,1867,6637,3445,3958,2537,557,512,1270,3298,3205,847,249,4745,1543,11804,2602,2769,4536,3434,282,1650,6220,2098,3607,1194,506,2192,738,3074,1234,1811,2039,1518,10,624,758,3,0,1494,29,1996,2467,66,141,335,504,740,557,8,300,721,382,532,41,726,1031,1112,229,177,666,225,2,317,378,2028,448,165,1,1216,109,6,114,18,39,107,21,116,188,315,251,376,58,90,471,135,0,0,145,84,56,1,91,108,102,66,0,177,0,64,28,0,163,820,0,9,10,185,28,61,146,79,85,158,0,0,34,0,0,0,13,0,0,0,0,2,0
399,2021-03-27,545247,161552,94623,310963,75780,126813,107636,1722,95792,30923,9036,75010,35,909,55368,16592,62308,201429,62790,40364,51753,16827,33363,11276,10,1251,94,6165,7826,22870,22653,22853,25778,52648,10255,140281,13159,2414,22997,9426,13402,14177,4841,5151,8869,19752,30,6472,3746,28,4653,14215,5802,656,8798,12650,872,5872,3538,6058,8705,414,4011,12165,6794,2931,1477,2211,3027,16679,901,6,6090,1872,6643,3464,4003,2557,558,513,1279,3302,3206,860,249,4785,1555,11845,2602,2784,4557,3450,284,1650,6220,2104,3642,1198,506,2204,738,3077,1241,1811,2041,1519,10,625,762,3,0,1495,29,1998,2469,66,142,335,508,740,566,8,301,721,385,533,41,734,1034,1113,232,177,666,225,2,317,381,2028,448,165,1,1227,111,6,115,18,39,107,21,116,188,315,251,376,58,90,488,135,0,0,145,84,56,1,91,108,102,66,0,177,0,64,28,0,163,832,0,9,10,185,28,61,146,79,85,160,0,0,34,0,0,0,13,0,0,0,0,2,0
402,2021-03-28,545688,161843,94754,312545,75870,126834,107933,1726,96123,31076,9065,75010,35,909,55449,16607,62397,201623,62955,40449,51884,16837,33571,11304,10,1255,94,6185,7880,22897,22754,22881,25874,52663,10264,141270,13170,2415,23114,9496,13402,14212,4841,5190,8904,19972,30,6554,3751,28,4666,14256,5912,656,8798,12710,876,5893,3552,6096,8735,415,4018,12186,6802,2931,1481,2219,3027,16738,915,6,6100,1878,6650,3491,4063,2581,561,513,1286,3304,3206,868,251,4827,1565,11882,2618,2801,4558,3464,284,1661,6220,2117,3675,1200,506,2210,738,3080,1245,1811,2048,1520,10,626,764,3,0,1495,29,2000,2470,66,142,335,509,740,570,10,301,721,387,533,41,739,1037,1114,237,177,667,227,2,317,387,2028,448,165,1,1239,111,6,115,18,45,107,21,120,188,315,252,379,58,90,496,135,0,0,145,84,56,1,91,108,102,67,0,177,0,64,28,0,163,851,0,9,10,185,28,61,146,79,85,162,0,0,34,0,0,0,13,0,0,0,0,2,0
405,2021-03-29,546315,162114,95114,314558,75913,126857,108350,1729,96413,31230,9094,75199,35,909,55611,16620,62478,201832,63079,40581,51932,16843,33752,11333,10,1260,94,6197,7945,22921,23070,22901,26036,52710,10271,141938,13186,2416,23234,9542,13402,14249,4841,5190,8949,20161,30,6651,3765,28,4667,14356,5912,660,8807,12913,877,5911,3562,6136,8760,417,4024,12211,6809,2931,1486,2227,3027,16746,928,6,6103,1883,6656,3513,4113,2599,566,515,1298,3307,3206,879,253,4869,1577,11914,2653,2825,4585,3476,286,1662,6427,2135,3716,1200,568,2216,741,3084,1256,1852,2049,1520,10,626,764,3,0,1497,29,2003,2472,66,142,335,513,740,586,11,305,721,388,534,41,739,1044,1114,239,177,667,229,2,317,394,2028,449,165,1,1247,114,6,115,20,49,107,21,123,188,315,252,384,58,90,510,135,0,0,145,84,56,1,91,108,102,68,0,177,0,64,28,0,164,863,0,9,10,185,28,61,146,79,85,164,0,0,34,0,0,0,13,0,0,0,0,2,0
411,2021-03-30,547209,162468,95495,318213,76093,126912,108879,1731,96817,31385,9127,75305,35,909,55736,16657,62569,202633,63255,40754,52392,16845,34043,11367,10,1264,94,6193,8017,22966,23107,22927,26222,52788,10285,142462,13191,2418,23409,9624,13430,14286,4841,5270,8994,20435,30,6747,3773,28,4681,14434,5912,661,8813,13068,880,5928,3568,6184,8788,421,4040,12239,6823,2957,1492,2237,3030,16780,953,6,6109,1893,6663,3538,4161,2614,566,517,1308,3317,3206,896,255,4915,1589,11956,2658,2841,4599,3497,289,1669,6519,2147,3749,1202,568,2227,743,3089,1266,1866,2056,1520,10,628,769,3,0,1498,29,2006,2476,66,142,335,520,740,587,11,306,721,390,536,42,743,1049,1116,242,177,667,231,2,317,403,2041,449,168,1,1254,114,6,115,20,56,109,21,125,188,315,251,384,59,90,521,135,0,0,146,84,56,1,91,108,102,69,0,177,0,67,28,0,165,882,0,9,10,186,28,61,146,79,85,164,0,0,34,0,0,0,13,0,0,0,0,2,0
414,2021-03-31,548277,162927,95798,322138,76342,126955,109346,1735,97219,31537,9176,75459,35,909,55858,16689,62665,203210,63422,40858,53045,16848,34456,11404,10,1272,94,6209,8093,23016,23135,22960,26421,52846,10297,143416,13297,2420,23538,9719,13465,14323,4841,5308,9046,20737,30,6858,3778,28,4687,14530,5912,673,8818,13197,882,5947,3576,6234,8812,424,4047,12257,6840,2957,1497,2247,3030,16847,974,8,6114,1899,6669,3567,4206,2627,568,521,1313,3325,3206,902,257,4960,1602,11995,2667,2865,4605,3515,291,1678,6599,2153,3781,1208,568,2235,746,3093,1274,1866,2057,1523,10,629,775,3,0,1500,29,2006,2484,67,142,335,523,743,596,11,307,721,392,537,42,743,1051,1117,244,177,667,231,2,317,418,2063,449,168,1,1265,118,6,115,20,60,109,21,125,188,315,252,385,60,90,529,135,0,0,146,84,56,1,91,109,102,70,0,178,0,67,28,0,165,888,0,10,10,186,28,63,146,79,85,164,0,0,34,0,0,0,13,0,0,0,0,2,0
435,2021-04-01,549381,163396,96106,325793,76543,127006,109847,1737,97594,31713,9194,75541,35,909,55941,16713,62759,203664,63614,41054,53665,16859,34885,11437,10,1278,94,6220,8160,23045,23328,23003,26586,52897,10308,144106,13303,2424,23674,9790,13498,14360,4841,5345,9105,20995,30,6940,3785,28,4705,14613,5912,673,8825,13313,883,5967,3585,6286,8843,425,4054,12280,6860,2957,1499,2257,3031,16877,1009,9,6119,1913,6676,3593,4250,2645,571,523,1319,3330,3206,908,257,5003,1615,12041,2680,2890,4622,3533,295,1681,6675,2167,3810,1212,591,2241,749,3096,1286,1892,2058,1523,12,630,775,3,0,1500,29,2006,2489,67,145,335,528,743,599,14,308,851,394,538,42,745,1054,1118,244,177,668,233,2,317,433,2063,449,169,1,1274,118,6,115,21,60,110,21,127,188,315,252,386,61,93,537,135,0,0,149,84,56,1,91,112,103,71,0,178,0,72,28,0,165,906,0,10,10,187,28,63,146,79,85,164,0,0,34,0,0,0,13,0,0,0,0,2,0
468,2021-04-02,550266,164110,96438,328594,76775,127058,110328,1740,97986,31892,9216,75541,35,909,56023,16733,62876,203854,63777,41151,54165,16868,35326,11475,10,1283,94,6220,8232,23083,23421,23031,26765,52946,10313,144698,13320,2425,23819,9877,13498,14390,4841,5384,9155,21262,30,7039,3798,28,4713,14697,5912,673,8835,13438,885,5996,3596,6346,8890,429,4063,12305,6875,2957,1502,2267,3031,16910,1041,12,6126,1922,6684,3617,4294,2661,571,527,1327,3334,3206,922,261,5048,1629,12084,2684,2915,4622,3552,298,1681,6763,2186,3860,1215,591,2247,750,3099,1296,1892,2058,1524,12,630,778,3,0,1500,29,2017,2495,67,145,335,531,744,607,16,310,851,395,538,42,745,1056,1119,250,177,668,235,2,317,444,2063,449,171,1,1288,119,6,116,22,60,110,21,128,188,315,252,390,61,93,537,135,0,0,150,84,56,1,91,112,103,72,0,178,0,72,28,0,165,916,0,10,10,187,28,65,146,79,85,164,0,0,34,0,0,0,13,0,0,0,0,2,0
501,2021-04-03,551020,164623,96624,330503,76895,127068,110704,1744,98363,32078,9224,75698,35,909,56106,16766,62999,204011,63932,41242,54737,16875,35729,11511,10,1286,95,6236,8302,23130,23524,23051,26867,52954,10323,145725,13423,2429,23973,9948,13498,14430,4841,5422,9213,21504,30,7130,3804,28,4715,14778,5912,673,8842,13507,887,6025,3604,6379,8931,431,4068,12316,6884,2957,1504,2276,3032,16929,1071,12,6131,1923,6690,3648,4344,2681,575,531,1339,3341,3206,931,262,5092,1647,12123,2684,2936,4633,3575,301,1681,6763,2206,3905,1215,591,2256,750,3102,1303,1892,2058,1524,12,630,782,3,0,1502,29,2021,2496,67,145,335,533,744,613,19,311,851,397,540,43,745,1063,1120,252,177,668,237,2,317,449,2063,449,171,1,1299,119,6,117,22,60,110,21,129,188,315,252,391,61,93,537,135,0,0,150,84,56,1,91,112,103,72,0,178,0,72,29,0,166,932,0,10,10,188,28,65,146,79,85,164,0,0,35,0,0,0,13,0,0,0,0,2,0
507,2021-04-04,551330,165101,96809,331745,76963,127078,111030,1748,98713,32263,9236,75698,35,909,56199,16790,63160,204147,64094,41669,54941,16879,35994,11553,10,1288,95,6243,8380,23169,23644,23075,26945,52987,10331,146427,13425,2430,24070,10025,13498,14463,4841,5458,9266,21715,30,7201,3811,28,4718,14821,6028,673,8850,13589,890,6058,3612,6409,8965,436,4075,12324,6891,2957,1510,2285,3032,16956,1101,12,6135,1931,6697,3677,4399,2706,581,536,1353,3346,3206,941,262,5136,1662,12163,2737,2963,4644,3592,303,1690,6763,2224,3940,1220,591,2265,750,3105,1305,1892,2058,1525,12,631,782,3,0,1506,29,2025,2497,67,145,335,537,748,615,19,311,851,398,542,43,745,1063,1123,255,177,668,243,2,317,454,2063,449,173,1,1313,119,6,117,22,61,112,21,130,188,315,252,392,61,93,557,135,0,0,150,84,56,1,91,113,103,72,0,178,0,72,29,0,166,946,0,10,10,188,28,66,146,79,85,165,0,0,35,0,0,0,13,0,0,0,0,2,0
510,2021-04-05,551789,165547,97006,333657,77013,127106,111326,1752,99049,32456,9255,75783,35,909,56471,16801,63332,204399,64293,41815,55005,16885,36255,11591,10,1295,95,6248,8453,23202,23677,23096,27057,52995,10351,146941,13435,2431,24190,10094,13498,14502,4841,5497,9318,21928,30,7283,3822,28,4718,14924,6028,676,8857,13786,891,6083,3618,6443,8993,436,4082,12344,6894,2957,1512,2294,3036,16987,1146,14,6138,1934,6704,3711,4463,2716,581,541,1365,3351,3206,950,262,5178,1678,12210,2757,3000,4681,3614,306,1722,6953,2244,3977,1222,616,2274,750,3108,1317,1892,2058,1525,12,631,782,3,0,1507,29,2030,2508,67,145,335,538,752,618,21,311,851,399,543,43,745,1063,1124,256,177,669,246,2,317,459,2063,449,173,1,1323,119,6,117,22,67,112,21,130,188,315,252,393,61,93,568,135,0,0,150,85,56,1,91,113,104,76,0,178,0,73,30,0,166,955,0,10,10,188,29,66,146,79,85,166,0,0,35,0,0,0,13,0,0,0,0,2,0
513,2021-04-06,552617,166177,97432,337725,77103,127126,111747,1756,99431,32667,9283,75911,35,909,56634,16826,63506,204985,64524,41977,55065,16887,36692,11638,10,1300,95,6257,8532,23247,23734,23142,27169,53032,10365,147734,13817,2433,24386,10094,13533,14535,4841,5537,9384,22098,30,7383,3832,28,4727,15026,6028,677,8865,13786,891,6113,3626,6479,9039,440,4089,12366,6903,3000,1516,2304,3036,17004,1191,15,6146,1937,6711,3743,4522,2735,586,545,1373,3355,3206,964,263,5224,1693,12253,2765,3025,4686,3627,312,1728,7052,2258,4022,1224,616,2283,761,3112,1326,1942,2058,1531,12,632,785,3,0,1509,29,2030,2512,67,145,335,542,752,622,22,314,851,399,547,43,745,1065,1124,256,178,669,247,2,318,462,2063,450,173,1,1332,119,6,117,22,67,113,21,130,189,315,252,396,63,93,576,137,1,0,150,85,56,1,91,113,104,85,0,178,0,73,30,0,166,976,0,10,10,188,29,66,146,79,85,166,0,0,35,0,0,0,13,0,0,0,0,2,0
516,2021-04-07,555219,166862,97853,341396,77401,127171,112374,1758,99800,32943,9313,76037,35,909,56832,16850,63699,205598,64767,42064,55703,16890,37178,11670,10,1304,95,6266,8607,23301,23796,23174,27329,53111,10378,148497,14059,2436,24561,10243,13578,14572,4841,5579,9447,22409,30,7469,3840,28,4732,15124,6028,683,8867,14034,892,6149,3639,6512,9087,442,4092,12385,6928,3000,1520,2314,3038,17057,1231,18,6148,1946,6719,3780,4584,2753,588,547,1379,3369,3206,976,265,5268,1705,12290,2772,3058,4703,3647,320,1735,7132,2276,4073,1224,616,2291,762,3116,1334,1956,2058,1531,12,633,785,3,0,1512,29,2037,2512,67,145,337,548,752,631,22,314,851,400,547,43,745,1070,1125,257,178,669,250,2,318,469,2063,450,175,1,1342,124,6,119,22,68,113,21,131,189,315,252,400,63,93,576,137,1,0,150,85,56,1,91,113,104,90,0,179,0,73,30,0,166,986,0,10,10,188,29,66,146,79,85,166,0,0,35,0,0,0,13,0,0,0,0,2,0
519,2021-04-08,556227,167642,98196,345544,77707,127224,112861,1764,100158,33201,9338,76179,35,909,57122,16873,63884,206146,65014,42227,56659,16899,37649,11695,10,1308,95,6279,8680,23348,23979,23212,27466,53173,10383,149241,14119,2437,24733,10322,13595,14606,4841,5620,9521,22681,30,7565,3849,28,4737,15229,6028,684,8873,14170,896,6185,3649,6549,9136,443,4097,12412,6955,3000,1523,2324,3038,17115,1275,19,6152,1963,6728,3811,4644,2781,591,548,1383,3378,3206,990,267,5307,1720,12323,2799,3078,4715,3675,322,1747,7216,2292,4108,1225,616,2297,762,3119,1345,1968,2058,1532,12,634,788,3,0,1516,29,2040,2516,67,145,337,557,752,646,24,314,919,401,549,44,745,1073,1125,258,178,669,252,2,318,475,2063,450,176,1,1352,124,6,120,22,68,115,21,131,189,315,252,402,63,93,605,137,1,0,152,85,56,1,91,114,104,92,0,179,0,74,30,0,166,1004,0,10,10,188,29,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
522,2021-04-09,557135,168436,98527,349296,78003,127284,113579,1765,100554,33454,9365,76328,35,909,57350,16915,64039,207020,65283,42348,57427,16904,38074,11745,10,1313,96,6280,8758,23390,24108,23252,27617,53226,10388,150017,14520,2437,24867,10411,13621,14641,4842,5659,9584,22966,30,7646,3858,28,4769,15329,6028,684,8885,14308,897,6235,3666,6592,9179,448,4100,12428,6977,3018,1526,2334,3038,17158,1363,20,6156,1981,6737,3846,4698,2812,593,550,1393,3382,3206,1006,269,5339,1739,12362,2807,3111,4766,3697,324,1747,7298,2309,4150,1226,636,2304,763,3123,1354,1968,2059,1535,12,634,789,3,0,1516,29,2044,2521,67,145,337,559,752,661,24,314,919,401,549,44,745,1074,1126,260,178,669,252,2,318,486,2063,450,177,1,1360,127,6,120,23,68,116,21,132,189,315,252,404,64,93,605,137,1,0,152,85,56,1,91,114,104,94,0,179,0,74,31,0,166,1022,0,10,10,188,30,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
438,2021-04-10,557891,169275,98734,351674,78249,127324,113923,1768,100949,33702,9392,76328,35,909,57647,16939,64232,209212,65608,42443,58176,16910,38479,11781,10,1321,97,6292,8833,23428,24213,23288,27734,53256,10392,150851,14744,2440,25006,10487,13621,14678,4843,5700,9661,23211,30,7708,3869,28,4783,15443,6028,684,8891,14351,899,6269,3680,6630,9235,453,4112,12442,7001,3018,1529,2344,3039,17275,1414,21,6159,1986,6747,3879,4749,2838,595,554,1403,3385,3206,1020,269,5369,1759,12405,2807,3146,4770,3720,331,1747,7298,2330,4182,1226,636,2310,763,3126,1365,1968,2060,1538,12,634,789,3,0,1519,29,2048,2521,67,145,337,564,754,669,26,314,919,402,550,44,745,1077,1127,260,179,669,252,2,318,493,2063,450,177,1,1368,127,6,120,23,68,116,21,133,189,315,252,405,64,93,605,137,1,0,152,85,56,1,91,114,106,94,0,179,0,74,31,0,168,1031,0,10,10,188,30,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
441,2021-04-11,558180,170179,98910,353531,78353,127331,114254,1770,101282,33939,9409,76328,35,909,57779,16959,64490,209338,65889,42530,58421,16916,38718,11817,11,1329,97,6296,8885,23473,24346,23316,27808,53322,10401,151887,14945,2442,25135,10565,13621,14713,4843,5735,9739,23417,30,7773,3877,28,4785,15501,6179,684,8900,14418,901,6308,3695,6661,9293,459,4119,12451,7016,3018,1531,2354,3040,17293,1462,23,6163,1986,6754,3915,4827,2860,598,557,1407,3388,3206,1028,273,5388,1778,12445,2823,3174,4804,3735,333,1776,7298,2348,4228,1226,636,2317,763,3130,1373,1968,2060,1538,12,634,791,3,0,1522,29,2051,2521,67,146,337,570,754,672,30,315,919,402,553,44,745,1078,1128,263,182,669,255,2,318,500,2063,450,182,1,1378,127,6,120,24,68,116,21,134,189,315,252,408,64,93,618,137,1,0,152,85,56,1,91,114,106,96,0,179,0,74,31,0,168,1049,0,10,10,189,30,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
444,2021-04-12,558624,171058,99295,355242,78452,127346,114612,1775,101552,34182,9433,76525,35,910,57957,16981,64764,209702,66156,42656,58481,16918,39012,11851,11,1333,97,6304,8961,23503,24483,23357,27918,53356,10406,152789,15149,2444,25248,10630,13621,14757,4843,5773,9822,23708,30,7855,3883,28,4785,15619,6179,687,8909,14619,901,6333,3705,6703,9332,467,4126,12469,7020,3018,1533,2363,3053,17298,1533,26,6167,1990,6765,3944,4889,2883,598,562,1412,3392,3206,1037,273,5409,1795,12487,2828,3208,4861,3753,335,1789,7487,2368,4262,1227,663,2321,772,3134,1381,1968,2061,1542,12,634,791,3,0,1528,29,2054,2529,67,146,337,575,754,676,30,316,919,402,554,44,745,1079,1132,268,182,669,257,2,318,506,2063,450,184,1,1385,129,6,121,24,69,116,21,136,190,315,252,414,64,93,618,137,1,0,153,85,56,1,91,114,106,100,0,179,0,74,31,0,168,1068,0,10,10,189,30,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
447,2021-04-13,559489,172085,99640,358999,78746,127369,115088,1782,101882,34455,9477,76625,35,910,58174,17018,65055,210282,66482,42782,59126,16923,39477,11890,11,1345,97,6309,9054,23566,24518,23393,28038,53423,10412,153538,15286,2447,25441,10716,13660,14796,4843,5808,9891,23980,30,7937,3894,28,4803,15754,6179,688,8915,14746,902,6358,3719,6738,9396,476,4130,12496,7057,3044,1537,2373,3058,17351,1595,27,6173,2002,6773,3978,4978,2901,602,566,1419,3397,3206,1049,274,5438,1815,12526,2830,3230,4873,3775,340,1798,7487,2394,4289,1229,663,2326,777,3137,1391,2004,2061,1543,15,634,794,3,0,1532,29,2057,2529,67,146,337,586,761,682,33,316,919,403,554,44,745,1081,1133,269,184,669,258,2,318,512,2194,451,187,1,1392,129,6,121,24,69,116,21,136,190,315,251,417,64,93,618,137,2,0,153,86,56,1,91,114,106,102,0,179,0,75,31,0,168,1073,0,10,10,189,31,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
450,2021-04-14,560418,173123,99937,362444,79088,127407,115557,1788,102275,34734,9511,76756,35,910,58542,17048,65359,210812,66819,42906,59930,16931,39950,11925,11,1353,97,6312,9135,23603,24548,23446,28124,53498,10422,154429,15447,2448,25605,10798,13720,14836,4845,5846,9987,24265,30,7987,3901,28,4812,15872,6179,706,8920,14871,906,6399,3726,6778,9480,487,4135,12519,7089,3044,1541,2383,3061,17400,1647,31,6177,2019,6781,4009,5040,2923,602,569,1423,3402,3206,1057,275,5466,1834,12570,2834,3252,4905,3794,348,1807,7642,2420,4322,1229,663,2331,784,3141,1405,2030,2061,1548,15,634,794,3,0,1534,29,2060,2532,67,148,338,592,763,692,35,317,919,403,557,44,745,1084,1134,271,184,670,260,2,318,520,2208,452,188,1,1402,132,6,121,24,71,117,21,136,190,315,251,419,64,95,656,139,2,0,154,86,56,1,91,114,106,106,0,180,0,75,31,0,170,1083,0,10,10,189,31,66,146,79,85,167,0,0,35,0,0,0,13,0,0,0,0,2,0
453,2021-04-15,561326,174308,100233,365935,79381,127438,115937,1790,102667,35031,9546,76882,35,910,58925,17063,65680,211213,67199,43073,60612,16933,40389,11958,11,1363,97,6315,9239,23636,24766,23501,28229,53571,10425,154885,15594,2450,25800,10877,13761,14885,4845,5881,10081,24521,30,8057,3908,28,4820,15982,6179,707,8927,14979,907,6442,3737,6809,9553,491,4142,12603,7120,3065,1545,2393,3066,17489,1726,36,6183,2030,6791,4045,5110,2937,608,574,1428,3405,3206,1064,278,5493,1853,12611,2873,3285,4929,3817,357,1821,7702,2424,4357,1230,671,2335,785,3144,1412,2030,2061,1550,15,634,794,3,0,1540,29,2064,2533,67,150,338,596,766,697,36,321,919,403,557,44,745,1085,1134,273,185,670,263,2,318,527,2208,452,188,1,1414,132,6,121,25,82,117,21,136,190,315,252,421,64,95,656,139,2,0,154,86,56,1,91,114,106,110,0,180,0,75,31,0,170,1097,0,10,10,190,31,66,146,79,85,168,0,0,35,0,0,0,13,0,0,0,0,2,0
456,2021-04-16,562191,175649,100564,369272,79628,127472,116366,1794,103059,35320,9592,76981,35,910,59084,17080,66008,211693,67564,43196,61208,16937,40832,11998,11,1365,100,6316,9330,23681,24923,23542,28317,53663,10431,155637,15738,2453,25937,10970,13788,14915,4845,5920,10182,24762,30,8117,3916,28,4831,16094,6179,708,8934,15100,909,6486,3745,6854,9639,500,4147,12625,7160,3071,1547,2403,3070,17528,1788,41,6185,2042,6801,4077,5177,2955,615,581,1436,3410,3206,1070,284,5521,1870,12653,2882,3300,4934,3835,367,1821,7788,2443,4388,1233,671,2337,785,3148,1421,2061,2061,1551,15,635,797,3,0,1544,29,2068,2535,68,150,338,599,766,713,38,322,919,405,560,44,745,1087,1136,274,187,670,267,2,318,531,2208,452,189,1,1423,132,6,123,25,82,119,21,138,194,315,252,426,65,95,656,139,2,0,154,86,56,1,91,114,106,110,0,180,0,75,31,0,170,1108,0,10,10,190,31,66,146,79,85,168,0,0,35,0,0,0,13,0,0,0,0,2,0
459,2021-04-17,562896,177150,100753,372149,79847,127508,116676,1797,103451,35608,9633,76981,35,910,59164,17114,66327,212228,67931,43328,61825,16942,41278,12031,11,1370,100,6331,9397,23718,25055,23592,28396,53711,10441,156810,15810,2453,26072,11043,13788,14948,4845,5954,10283,24979,30,8178,3925,28,4835,16243,6179,708,8944,15138,914,6523,3760,6886,9717,512,4153,12625,7190,3071,1550,2413,3075,17641,1848,43,6187,2048,6810,4107,5251,2983,615,588,1440,3414,3206,1082,285,5548,1888,12694,2882,3328,4954,3859,376,1821,7788,2463,4419,1234,671,2340,785,3152,1427,2061,2061,1552,15,636,798,3,0,1546,29,2072,2539,69,150,338,602,771,721,39,322,939,409,561,44,745,1090,1136,274,187,671,268,2,318,538,2208,452,189,1,1437,133,6,123,25,82,119,21,138,194,315,251,429,67,95,656,139,2,0,154,86,56,1,91,114,106,114,0,180,0,75,31,0,170,1119,0,10,10,190,31,66,146,79,85,168,0,0,35,0,0,0,13,0,0,0,0,2,0
